2,Habanero,Capsicum chinense Habanero Group,Chile,Weekly,Summer,e93f68a8-e0c7-4910-b243-f59c74dacf04
1,Epazote,Dysphania ambrosioides,Condiment,Weekly,All year,c1b8331f-1e91-4a8e-ab2b-c1555b2eadb9
1,Albahaca Morada,Ocimum tenuiflorum,Condiment,Weekly,Spring fall,0f80cfe5-b648-47ea-a286-c609e9b48985
1,Nuez de Macadamia,Macadamia ternifolia,Arbol frutal,Diary,All year,4a4200d7-f1fb-4b3a-9e25-587222b7e214
1,Hierbabuena,Mentha spicata,Condiment,Weekly,All year,5577ca30-a035-4b37-82c2-ee9e2706e145
1,Chiltepin,Capsicum annuum var. glabriusculum,Chile,Weekly,Summer,7d716fb6-8958-4923-abcf-249781812a3a
